city_id,district_name,week_end,listing_count,avg_unit_price,median_unit_price,min_unit_price,max_unit_price
1,番禺区,2026-03-22,4,35230.25,35459.5,32924.0,37078.0
1,番禺区,2026-03-29,4,34448.25,34707.5,28345.0,40033.0
1,番禺区,2026-04-05,3,33906.33,35038.0,28753.0,37928.0
1,番禺区,2026-04-12,3,38899.33,39192.0,34717.0,42789.0
1,番禺区,2026-04-19,4,37832.25,37552.5,32823.0,43401.0
1,番禺区,2026-04-26,2,35621.5,35621.5,35385.0,35858.0
1,番禺区,2026-05-03,6,32818.0,32359.0,28608.0,40191.0
1,番禺区,2026-05-10,4,39048.75,38444.5,35585.0,43721.0
1,番禺区,2026-05-17,2,32994.0,32994.0,29469.0,36519.0
1,番禺区,2026-05-24,5,36914.8,38614.0,31485.0,40088.0
1,番禺区,2026-05-31,6,36285.33,35601.5,34834.0,38711.0
1,番禺区,2026-06-07,4,33995.25,34420.0,32532.0,34609.0
1,番禺区,2026-06-14,6,32689.67,32026.5,28304.0,38650.0
1,番禺区,2026-06-21,3,35090.33,32779.0,32438.0,40054.0
1,番禺区,2026-06-28,4,36710.75,36677.0,33088.0,40401.0
1,越秀区,2026-01-04,3,54999.0,50561.0,48350.0,66086.0
1,越秀区,2026-01-11,5,62186.8,60772.0,58708.0,66592.0
1,越秀区,2026-01-18,4,60914.25,61686.0,53359.0,66926.0
1,越秀区,2026-01-25,3,59960.0,61790.0,53381.0,64709.0
1,越秀区,2026-02-01,5,61419.0,62427.0,53880.0,66856.0
1,越秀区,2026-02-08,4,54722.75,53631.5,53224.0,58404.0
1,越秀区,2026-02-15,6,56717.0,56968.0,47515.0,63248.0
1,越秀区,2026-02-22,4,54641.75,55105.5,50857.0,57499.0
1,越秀区,2026-03-01,3,59707.33,61512.0,55463.0,62147.0
1,越秀区,2026-03-08,3,59157.33,58763.0,56115.0,62594.0
1,越秀区,2026-03-15,4,61128.25,60648.0,54444.0,68773.0
1,越秀区,2026-03-22,4,64600.75,65910.0,56467.0,70116.0
1,越秀区,2026-03-29,2,58097.5,58097.5,57170.0,59025.0
1,越秀区,2026-04-05,3,54334.33,53210.0,48421.0,61372.0
1,越秀区,2026-04-12,3,58453.0,58853.0,52323.0,64183.0
1,越秀区,2026-04-19,4,58278.5,58686.5,50739.0,65002.0
1,越秀区,2026-04-26,4,56782.5,56055.0,54416.0,60604.0
1,越秀区,2026-05-03,5,57263.2,57190.0,49287.0,62494.0
1,越秀区,2026-05-10,5,61649.2,63126.0,54044.0,68967.0
1,越秀区,2026-05-17,4,57004.0,56707.0,51530.0,63072.0
1,越秀区,2026-05-24,5,59991.2,57712.0,55341.0,67622.0
1,越秀区,2026-05-31,3,61609.67,60915.0,56395.0,67519.0
1,越秀区,2026-06-07,3,55950.33,52013.0,50007.0,65831.0
1,越秀区,2026-06-14,4,54212.25,53748.5,50742.0,58610.0
1,越秀区,2026-06-21,6,54698.17,55562.5,49137.0,58026.0
1,越秀区,2026-06-28,4,58698.25,58212.5,54328.0,64040.0
2,南山区,2026-01-04,8,95745.5,96267.0,68910.0,117803.0
2,南山区,2026-01-11,8,92248.5,85610.5,74653.0,114890.0
2,南山区,2026-01-18,7,107271.86,110156.0,77751.0,134813.0
2,南山区,2026-01-25,7,90589.0,96990.0,69567.0,109292.0
2,南山区,2026-02-01,7,103966.86,98490.0,69593.0,139480.0
2,南山区,2026-02-08,7,99433.29,88512.0,76928.0,135614.0
2,南山区,2026-02-15,9,98846.78,105064.0,67750.0,134149.0
2,南山区,2026-02-22,5,96110.6,89142.0,81250.0,137043.0
2,南山区,2026-03-01,7,104277.29,106524.0,85650.0,125585.0
2,南山区,2026-03-08,6,90717.17,84515.5,71294.0,116433.0
2,南山区,2026-03-15,7,98886.0,104051.0,82731.0,117112.0
2,南山区,2026-03-22,6,102670.5,104344.0,77020.0,135508.0
2,南山区,2026-03-29,4,96837.0,87733.0,76227.0,135655.0
2,南山区,2026-04-05,5,116453.0,120550.0,82889.0,139963.0
2,南山区,2026-04-12,6,95509.83,89903.5,79375.0,122199.0
2,南山区,2026-04-19,7,95441.71,86817.0,77509.0,142531.0
2,南山区,2026-04-26,8,101111.75,101818.5,76843.0,134455.0
2,南山区,2026-05-03,6,93278.5,89322.5,73321.0,124374.0
2,南山区,2026-05-10,6,103362.5,109019.0,73631.0,137216.0
2,南山区,2026-05-17,5,99069.4,107917.0,75588.0,111157.0
2,南山区,2026-05-24,7,107847.0,103045.0,79215.0,138286.0
2,南山区,2026-05-31,7,101422.14,110649.0,72832.0,125927.0
2,南山区,2026-06-07,3,105158.33,95603.0,87662.0,132210.0
2,南山区,2026-06-14,9,99721.78,92469.0,68144.0,130652.0
2,南山区,2026-06-21,6,94837.67,102239.5,69127.0,115995.0
2,南山区,2026-06-28,7,96003.57,96873.0,73486.0,118138.0
2,南山区,2026-07-12,7,33235.14,24751.0,16423.0,59152.0
2,坪山区,2026-07-12,4,53380.75,49647.0,42672.0,71557.0
2,大鹏新区,2026-07-12,1,47728.0,47728.0,47728.0,47728.0
2,宝安区,2026-07-12,2,50085.5,50085.5,48762.0,51409.0
2,盐田区,2026-07-12,3,35466.0,38569.0,26310.0,41519.0
2,福田区,2026-01-04,7,94598.71,99359.0,60723.0,116242.0
2,福田区,2026-01-11,10,97009.8,106090.5,56281.0,122981.0
2,福田区,2026-01-18,9,86517.11,78463.0,62531.0,122218.0
2,福田区,2026-01-25,8,83973.62,86532.5,57467.0,109371.0
2,福田区,2026-02-01,7,100646.29,106184.0,61876.0,122056.0
2,福田区,2026-02-08,6,93577.17,97879.0,57461.0,118117.0
2,福田区,2026-02-15,6,92425.67,96436.0,59175.0,119930.0
2,福田区,2026-02-22,9,95282.22,96421.0,64684.0,117280.0
2,福田区,2026-03-01,8,92984.62,95268.5,66626.0,113881.0
2,福田区,2026-03-08,10,95961.2,102040.0,65534.0,125889.0
2,福田区,2026-03-15,9,89144.44,83488.0,56067.0,127433.0
2,福田区,2026-03-22,9,85554.78,89136.0,64108.0,99618.0
2,福田区,2026-03-29,5,87935.2,90505.0,57155.0,120082.0
2,福田区,2026-04-05,8,89342.75,90470.0,62446.0,111247.0
2,福田区,2026-04-12,8,88912.5,95983.5,61480.0,108516.0
2,福田区,2026-04-19,4,89464.75,95751.0,58019.0,108338.0
2,福田区,2026-04-26,8,92093.25,94021.0,58029.0,121030.0
2,福田区,2026-05-03,7,90545.0,99907.0,60156.0,122973.0
2,福田区,2026-05-10,7,101103.57,103631.0,70068.0,125200.0
2,福田区,2026-05-17,8,108552.62,114843.5,72056.0,130386.0
2,福田区,2026-05-24,6,88086.67,90713.5,66834.0,108986.0
2,福田区,2026-05-31,9,92901.22,93994.0,61306.0,117690.0
2,福田区,2026-06-07,6,86335.5,91320.5,57428.0,113825.0
2,福田区,2026-06-14,7,85718.86,94789.0,57946.0,102877.0
2,福田区,2026-06-21,9,98879.78,90311.0,73666.0,127038.0
2,福田区,2026-06-28,12,95793.17,102780.0,60688.0,124453.0
2,福田区,2026-07-12,17,38316.65,35818.0,17069.0,61665.0
2,罗湖区,2026-07-12,7,45006.29,41662.0,22230.0,74502.0
2,龙华区,2026-01-04,1,58881.0,58881.0,58881.0,58881.0
2,龙华区,2026-01-11,2,56944.0,56944.0,54891.0,58997.0
2,龙华区,2026-01-18,1,60212.0,60212.0,60212.0,60212.0
2,龙华区,2026-01-25,3,66625.67,63686.0,62913.0,73278.0
2,龙华区,2026-02-01,2,64380.5,64380.5,60717.0,68044.0
2,龙华区,2026-02-08,3,63934.33,62659.0,59145.0,69999.0
2,龙华区,2026-02-15,2,60320.5,60320.5,56826.0,63815.0
2,龙华区,2026-02-22,2,60543.5,60543.5,54850.0,66237.0
2,龙华区,2026-03-01,1,59935.0,59935.0,59935.0,59935.0
2,龙华区,2026-03-08,1,54693.0,54693.0,54693.0,54693.0
2,龙华区,2026-03-15,1,57297.0,57297.0,57297.0,57297.0
2,龙华区,2026-03-22,2,70632.0,70632.0,70237.0,71027.0
2,龙华区,2026-03-29,3,58830.33,57899.0,56198.0,62394.0
2,龙华区,2026-04-05,2,62812.5,62812.5,59732.0,65893.0
2,龙华区,2026-04-12,1,72327.0,72327.0,72327.0,72327.0
2,龙华区,2026-04-19,3,61564.0,62641.0,55754.0,66297.0
2,龙华区,2026-04-26,2,65371.5,65371.5,63714.0,67029.0
2,龙华区,2026-05-03,3,65497.0,64148.0,60101.0,72242.0
2,龙华区,2026-05-10,3,70283.0,72980.0,64099.0,73770.0
2,龙华区,2026-05-17,2,61303.5,61303.5,57687.0,64920.0
2,龙华区,2026-05-24,3,64740.0,59984.0,58996.0,75240.0
2,龙华区,2026-05-31,3,68636.33,70379.0,62271.0,73259.0
2,龙华区,2026-06-07,1,61998.0,61998.0,61998.0,61998.0
2,龙华区,2026-06-14,3,65096.0,64504.0,60490.0,70294.0
2,龙华区,2026-06-21,1,58227.0,58227.0,58227.0,58227.0
2,龙华区,2026-06-28,1,68265.0,68265.0,68265.0,68265.0
2,龙华区,2026-07-12,5,41052.8,40107.0,26612.0,62831.0
2,龙岗区,2026-01-04,3,53471.0,53088.0,44764.0,62561.0
2,龙岗区,2026-01-11,4,50815.5,48287.0,41936.0,64752.0
2,龙岗区,2026-01-18,5,48633.6,44839.0,41202.0,62216.0
2,龙岗区,2026-01-25,4,45692.5,44520.0,40586.0,53144.0
2,龙岗区,2026-02-01,2,50596.0,50596.0,50110.0,51082.0
2,龙岗区,2026-02-08,5,49862.6,44601.0,42448.0,64675.0
2,龙岗区,2026-02-15,6,52514.0,50873.0,40941.0,62577.0
2,龙岗区,2026-02-22,5,51252.4,51834.0,39677.0,61749.0
2,龙岗区,2026-03-01,6,49200.33,50053.0,42212.0,57911.0
2,龙岗区,2026-03-08,4,46003.25,45922.5,39272.0,52896.0
2,龙岗区,2026-03-15,3,47411.33,47176.0,41870.0,53188.0
2,龙岗区,2026-03-22,5,50763.8,53765.0,45151.0,54141.0
2,龙岗区,2026-03-29,2,51493.5,51493.5,47924.0,55063.0
2,龙岗区,2026-04-05,5,50909.2,52966.0,42958.0,61038.0
2,龙岗区,2026-04-12,3,47847.33,49817.0,42671.0,51054.0
2,龙岗区,2026-04-19,5,51883.2,51826.0,45975.0,59378.0
2,龙岗区,2026-04-26,4,55282.75,56380.5,42750.0,65620.0
2,龙岗区,2026-05-03,4,57306.0,59172.5,43953.0,66926.0
2,龙岗区,2026-05-10,3,54704.67,57077.0,40593.0,66444.0
2,龙岗区,2026-05-17,3,54014.0,55433.0,47663.0,58946.0
2,龙岗区,2026-05-24,6,50814.33,49766.0,41491.0,63165.0
2,龙岗区,2026-05-31,4,54962.25,55850.0,47642.0,60507.0
2,龙岗区,2026-06-07,2,50196.0,50196.0,40555.0,59837.0
2,龙岗区,2026-06-14,4,53035.75,53694.0,48097.0,56658.0
2,龙岗区,2026-06-21,5,54111.8,52245.0,51767.0,57706.0
2,龙岗区,2026-06-28,4,56294.75,58162.5,44350.0,64504.0
2,龙岗区,2026-07-12,14,48479.21,43414.0,26545.0,81735.0
3,斗门区,2026-01-04,4,17033.5,17152.0,15263.0,18567.0
3,斗门区,2026-01-11,4,16397.0,16550.0,14702.0,17786.0
3,斗门区,2026-01-18,5,16809.8,17413.0,15537.0,17860.0
3,斗门区,2026-01-25,5,17608.6,18187.0,14668.0,18672.0
3,斗门区,2026-02-01,4,17728.5,17702.0,16915.0,18595.0
3,斗门区,2026-02-08,5,17963.2,17957.0,16792.0,19297.0
3,斗门区,2026-02-15,5,17478.8,17925.0,15967.0,18744.0
3,斗门区,2026-02-22,4,18694.5,18716.5,18010.0,19335.0
3,斗门区,2026-03-01,4,16753.5,16064.5,15588.0,19297.0
3,斗门区,2026-03-08,3,18308.67,19548.0,15495.0,19883.0
3,斗门区,2026-03-15,5,16599.6,16088.0,14931.0,20055.0
3,斗门区,2026-03-22,2,17242.5,17242.5,15488.0,18997.0
3,斗门区,2026-03-29,6,17855.83,17991.5,15412.0,19460.0
3,斗门区,2026-04-05,5,17803.2,17238.0,16854.0,19257.0
3,斗门区,2026-04-12,5,17063.0,16979.0,15882.0,18209.0
3,斗门区,2026-04-19,4,17913.25,18478.0,15619.0,19078.0
3,斗门区,2026-04-26,6,16166.33,15964.0,15184.0,18272.0
3,斗门区,2026-05-03,4,18536.75,18434.5,17663.0,19615.0
3,斗门区,2026-05-10,4,17493.5,17506.5,16090.0,18871.0
3,斗门区,2026-05-17,4,18402.0,17947.0,17130.0,20584.0
3,斗门区,2026-05-24,4,17574.25,17568.5,14951.0,20209.0
3,斗门区,2026-05-31,5,17262.2,16587.0,15619.0,19284.0
3,斗门区,2026-06-07,3,18499.0,18938.0,16261.0,20298.0
3,斗门区,2026-06-14,3,17511.33,17173.0,17089.0,18272.0
3,斗门区,2026-06-21,5,16994.8,17178.0,15852.0,18101.0
3,斗门区,2026-06-28,4,17035.0,17450.5,15409.0,17830.0
3,香洲区,2026-01-04,4,34819.0,34841.5,27649.0,41944.0
3,香洲区,2026-01-11,3,32723.0,33028.0,31668.0,33473.0
3,香洲区,2026-01-18,6,33123.17,32280.5,28793.0,38363.0
3,香洲区,2026-01-25,6,34179.83,33827.0,32945.0,37228.0
3,香洲区,2026-02-01,7,33631.29,33256.0,27487.0,39237.0
3,香洲区,2026-02-08,7,34532.29,33994.0,29888.0,43440.0
3,香洲区,2026-02-15,5,38245.0,39349.0,32674.0,43308.0
3,香洲区,2026-02-22,8,35337.38,34298.5,31476.0,40242.0
3,香洲区,2026-03-01,7,36553.86,35653.0,31617.0,43523.0
3,香洲区,2026-03-08,6,35810.83,33818.5,29905.0,43534.0
3,香洲区,2026-03-15,4,34551.75,34853.5,29040.0,39460.0
3,香洲区,2026-03-22,4,32841.75,33042.5,28407.0,36875.0
3,香洲区,2026-03-29,5,34279.8,35795.0,29938.0,37916.0
3,香洲区,2026-04-05,6,37101.33,38613.5,33172.0,39912.0
3,香洲区,2026-04-12,8,33420.12,31659.5,27647.0,42878.0
3,香洲区,2026-04-19,6,34214.33,35280.0,28290.0,37226.0
3,香洲区,2026-04-26,7,34996.86,35270.0,31996.0,37559.0
3,香洲区,2026-05-03,4,33618.0,34052.5,27932.0,38435.0
3,香洲区,2026-05-10,7,33394.29,34017.0,27223.0,36907.0
3,香洲区,2026-05-17,6,34863.17,34313.0,32543.0,38705.0
3,香洲区,2026-05-24,5,34729.8,34056.0,30870.0,40591.0
3,香洲区,2026-05-31,6,33147.33,33059.5,27836.0,39886.0
3,香洲区,2026-06-07,7,34191.86,35403.0,28507.0,40196.0
3,香洲区,2026-06-14,5,34070.4,32985.0,29770.0,39984.0
3,香洲区,2026-06-21,8,35613.12,35313.0,28838.0,43323.0
3,香洲区,2026-06-28,6,35133.67,34134.0,31519.0,42526.0
