listing_id,city_id,district_name,tag
27,2,,名校区
28,2,,三房
28,2,,朝南
28,2,,南北通透
28,2,,名校区
28,2,,带电梯
29,2,,四房
29,2,,豪装
29,2,,名校区
29,2,,近地铁
29,2,,楼龄新
29,2,,带电梯
30,2,,两房
30,2,,朝南
30,2,,精装
30,2,,名校区
31,2,,两房
31,2,,朝南
31,2,,毛坯
31,2,,名校区
31,2,,楼龄新
31,2,,带电梯
32,2,,四房
32,2,,朝南
32,2,,豪装
32,2,,名校区
32,2,,地铁可达
33,2,,两房
33,2,,朝南
33,2,,南北通透
33,2,,豪装
33,2,,名校区
33,2,,地铁可达
34,2,,两房
34,2,,毛坯
34,2,,名校区
34,2,,地铁可达
35,2,,两房
35,2,,朝南
35,2,,名校区
35,2,,地铁可达
35,2,,楼龄新
35,2,,带电梯
36,2,,四房
36,2,,朝南
36,2,,精装
36,2,,名校区
36,2,,地铁可达
36,2,,楼龄新
37,2,,四房
37,2,,朝南
37,2,,毛坯
37,2,,名校区
37,2,,楼龄新
37,2,,带电梯
38,2,,四房
38,2,,朝南
38,2,,名校区
38,2,,近地铁
39,2,,三房
39,2,,朝南
39,2,,名校区
39,2,,地铁可达
39,2,,楼龄新
40,2,,四房
40,2,,名校区
40,2,,地铁可达
40,2,,带电梯
41,2,,三房
41,2,,豪装
41,2,,名校区
41,2,,地铁可达
41,2,,带电梯
42,2,,三房
42,2,,朝南
42,2,,毛坯
42,2,,名校区
42,2,,地铁可达
43,2,,三房
43,2,,朝南
43,2,,名校区
43,2,,地铁可达
43,2,,楼龄新
43,2,,带电梯
44,2,,两房
44,2,,朝南
44,2,,毛坯
44,2,,名校区
44,2,,地铁可达
44,2,,楼龄新
44,2,,带电梯
45,2,,三房
45,2,,精装
45,2,,名校区
45,2,,地铁可达
45,2,,带电梯
46,2,,两房
46,2,,精装
46,2,,名校区
46,2,,近地铁
46,2,,带电梯
47,2,,三房
47,2,,朝南
47,2,,南北通透
47,2,,精装
47,2,,名校区
47,2,,近地铁
47,2,,带电梯
48,2,,两房
48,2,,朝南
48,2,,南北通透
48,2,,毛坯
48,2,,名校区
48,2,,楼龄新
48,2,,带电梯
49,2,,三房
49,2,,朝南
49,2,,南北通透
49,2,,豪装
49,2,,名校区
49,2,,楼龄新
50,2,,三房
50,2,,精装
50,2,,名校区
50,2,,地铁可达
51,2,,四房
51,2,,朝南
51,2,,南北通透
51,2,,豪装
51,2,,名校区
51,2,,近地铁
51,2,,楼龄新
51,2,,带电梯
52,2,,两房
52,2,,高价
52,2,,名校区
52,2,,地铁可达
53,2,,两房
53,2,,朝南
53,2,,精装
53,2,,名校区
53,2,,地铁可达
53,2,,楼龄新
53,2,,带电梯
54,2,,三房
54,2,,朝南
54,2,,南北通透
54,2,,豪装
54,2,,名校区
54,2,,近地铁
54,2,,楼龄新
54,2,,带电梯
55,2,,三房
55,2,,朝南
55,2,,精装
55,2,,名校区
55,2,,近地铁
55,2,,带电梯
56,2,,三房
56,2,,高价
56,2,,朝南
56,2,,名校区
56,2,,楼龄新
56,2,,带电梯
57,2,,四房
57,2,,朝南
57,2,,豪装
57,2,,名校区
57,2,,地铁可达
58,2,,三房
58,2,,高价
58,2,,朝南
58,2,,豪装
58,2,,名校区
58,2,,地铁可达
58,2,,楼龄新
58,2,,带电梯
59,2,,两房
59,2,,高价
59,2,,朝南
59,2,,南北通透
59,2,,豪装
59,2,,名校区
59,2,,地铁可达
59,2,,楼龄新
59,2,,带电梯
60,2,,三房
60,2,,高价
60,2,,朝南
60,2,,精装
60,2,,名校区
60,2,,地铁可达
61,2,,四房
61,2,,高价
61,2,,豪装
61,2,,名校区
61,2,,地铁可达
61,2,,带电梯
62,2,,三房
62,2,,高价
62,2,,朝南
62,2,,南北通透
62,2,,毛坯
62,2,,名校区
62,2,,地铁可达
62,2,,带电梯
63,2,,两房
63,2,,高价
63,2,,朝南
63,2,,名校区
63,2,,地铁可达
63,2,,带电梯
64,2,,两房
64,2,,高价
64,2,,朝南
64,2,,名校区
64,2,,楼龄新
65,2,,两房
65,2,,高价
65,2,,名校区
65,2,,地铁可达
66,2,,三房
66,2,,朝南
66,2,,毛坯
66,2,,名校区
66,2,,近地铁
66,2,,楼龄新
66,2,,带电梯
67,2,,两房
67,2,,高价
67,2,,朝南
67,2,,名校区
67,2,,地铁可达
67,2,,带电梯
68,2,,三房
68,2,,朝南
68,2,,毛坯
68,2,,名校区
68,2,,楼龄新
69,2,,四房
69,2,,朝南
69,2,,豪装
69,2,,名校区
69,2,,地铁可达
69,2,,带电梯
70,2,,三房
70,2,,高价
70,2,,精装
70,2,,名校区
70,2,,地铁可达
70,2,,带电梯
71,2,,四房
71,2,,朝南
71,2,,南北通透
71,2,,名校区
71,2,,楼龄新
71,2,,带电梯
72,2,,四房
72,2,,高价
72,2,,精装
72,2,,名校区
72,2,,地铁可达
72,2,,带电梯
73,2,,三房
73,2,,高价
73,2,,朝南
73,2,,南北通透
73,2,,精装
73,2,,名校区
73,2,,地铁可达
73,2,,楼龄新
74,2,,三房
74,2,,高价
74,2,,朝南
74,2,,南北通透
74,2,,精装
74,2,,名校区
74,2,,地铁可达
74,2,,带电梯
75,2,,四房
75,2,,高价
75,2,,朝南
75,2,,南北通透
75,2,,毛坯
75,2,,名校区
75,2,,地铁可达
75,2,,带电梯
76,2,,四房
76,2,,高价
76,2,,朝南
76,2,,南北通透
76,2,,毛坯
76,2,,名校区
76,2,,地铁可达
76,2,,楼龄新
76,2,,带电梯
77,2,,四房
77,2,,高价
77,2,,毛坯
77,2,,名校区
77,2,,地铁可达
77,2,,带电梯
78,2,,三房
78,2,,高价
78,2,,毛坯
78,2,,名校区
78,2,,楼龄新
78,2,,带电梯
79,2,,三房
79,2,,高价
79,2,,朝南
79,2,,南北通透
79,2,,名校区
79,2,,地铁可达
79,2,,楼龄新
79,2,,带电梯
80,2,,四房
80,2,,朝南
80,2,,毛坯
80,2,,名校区
80,2,,近地铁
80,2,,带电梯
81,2,,四房
81,2,,高价
81,2,,朝南
81,2,,精装
81,2,,名校区
81,2,,近地铁
81,2,,楼龄新
82,2,,两房
82,2,,朝南
82,2,,南北通透
82,2,,豪装
82,2,,名校区
82,2,,近地铁
82,2,,楼龄新
83,2,,四房
83,2,,高价
83,2,,朝南
83,2,,南北通透
83,2,,名校区
83,2,,地铁可达
84,2,,四房
84,2,,朝南
84,2,,名校区
84,2,,地铁可达
84,2,,楼龄新
84,2,,带电梯
85,2,,两房
85,2,,高价
85,2,,朝南
85,2,,南北通透
85,2,,名校区
85,2,,近地铁
86,2,,三房
86,2,,名校区
87,2,,三房
87,2,,朝南
87,2,,南北通透
87,2,,毛坯
87,2,,名校区
87,2,,近地铁
87,2,,带电梯
88,2,,四房
88,2,,高价
88,2,,朝南
88,2,,南北通透
88,2,,豪装
88,2,,名校区
88,2,,地铁可达
89,2,,两房
89,2,,高价
89,2,,朝南
89,2,,豪装
89,2,,名校区
89,2,,近地铁
89,2,,带电梯
90,2,,两房
90,2,,豪装
90,2,,名校区
90,2,,地铁可达
90,2,,带电梯
91,2,,三房
91,2,,高价
91,2,,朝南
91,2,,精装
91,2,,名校区
92,2,,三房
92,2,,高价
92,2,,朝南
92,2,,精装
92,2,,名校区
92,2,,近地铁
92,2,,楼龄新
93,2,,两房
93,2,,朝南
93,2,,南北通透
93,2,,精装
93,2,,名校区
93,2,,地铁可达
93,2,,带电梯
94,2,,三房
94,2,,高价
94,2,,朝南
94,2,,豪装
94,2,,名校区
94,2,,近地铁
94,2,,带电梯
95,2,,三房
95,2,,高价
95,2,,朝南
95,2,,南北通透
95,2,,毛坯
95,2,,名校区
95,2,,地铁可达
96,2,,三房
96,2,,高价
96,2,,朝南
96,2,,南北通透
96,2,,精装
96,2,,名校区
96,2,,地铁可达
96,2,,楼龄新
96,2,,带电梯
97,2,,三房
97,2,,高价
97,2,,朝南
97,2,,南北通透
97,2,,名校区
97,2,,地铁可达
97,2,,楼龄新
98,2,,四房
98,2,,高价
98,2,,朝南
98,2,,南北通透
98,2,,精装
98,2,,名校区
98,2,,地铁可达
98,2,,楼龄新
99,2,,四房
99,2,,朝南
99,2,,南北通透
99,2,,豪装
99,2,,名校区
99,2,,近地铁
99,2,,楼龄新
100,2,,两房
100,2,,朝南
100,2,,精装
100,2,,名校区
100,2,,地铁可达
100,2,,楼龄新
101,2,,四房
101,2,,高价
101,2,,毛坯
101,2,,名校区
101,2,,近地铁
101,2,,带电梯
102,2,,四房
102,2,,高价
102,2,,朝南
102,2,,精装
102,2,,名校区
102,2,,地铁可达
102,2,,楼龄新
103,2,,三房
103,2,,高价
103,2,,朝南
103,2,,南北通透
103,2,,豪装
103,2,,名校区
103,2,,地铁可达
103,2,,带电梯
104,2,,四房
104,2,,朝南
104,2,,南北通透
104,2,,精装
104,2,,名校区
104,2,,楼龄新
104,2,,带电梯
105,2,,三房
105,2,,朝南
105,2,,名校区
105,2,,近地铁
106,2,,三房
106,2,,朝南
106,2,,名校区
106,2,,近地铁
106,2,,带电梯
107,2,,两房
107,2,,朝南
107,2,,精装
107,2,,名校区
107,2,,地铁可达
107,2,,楼龄新
107,2,,带电梯
108,2,,三房
108,2,,朝南
108,2,,豪装
108,2,,名校区
108,2,,地铁可达
108,2,,带电梯
109,2,,两房
109,2,,高价
109,2,,朝南
109,2,,南北通透
109,2,,毛坯
109,2,,名校区
109,2,,近地铁
110,2,,三房
110,2,,朝南
110,2,,毛坯
110,2,,名校区
110,2,,近地铁
110,2,,楼龄新
111,2,,两房
111,2,,朝南
111,2,,精装
111,2,,名校区
111,2,,地铁可达
112,2,,三房
112,2,,朝南
112,2,,精装
112,2,,名校区
112,2,,地铁可达
112,2,,楼龄新
113,2,,两房
113,2,,朝南
113,2,,南北通透
113,2,,精装
113,2,,名校区
113,2,,地铁可达
113,2,,楼龄新
113,2,,带电梯
114,2,,三房
114,2,,朝南
114,2,,南北通透
114,2,,精装
114,2,,名校区
115,2,,三房
115,2,,朝南
115,2,,毛坯
115,2,,名校区
115,2,,带电梯
116,2,,三房
116,2,,朝南
116,2,,南北通透
116,2,,豪装
116,2,,名校区
116,2,,地铁可达
116,2,,带电梯
117,2,,三房
117,2,,豪装
117,2,,名校区
117,2,,楼龄新
117,2,,带电梯
118,2,,两房
118,2,,精装
118,2,,名校区
118,2,,地铁可达
118,2,,楼龄新
118,2,,带电梯
119,2,,三房
119,2,,朝南
119,2,,豪装
119,2,,名校区
119,2,,地铁可达
119,2,,楼龄新
119,2,,带电梯
120,2,,四房
120,2,,朝南
120,2,,南北通透
120,2,,豪装
120,2,,名校区
120,2,,地铁可达
120,2,,带电梯
121,2,,三房
121,2,,朝南
121,2,,豪装
121,2,,名校区
121,2,,近地铁
121,2,,楼龄新
122,2,,三房
122,2,,朝南
122,2,,南北通透
122,2,,名校区
122,2,,近地铁
122,2,,带电梯
123,2,,三房
123,2,,朝南
123,2,,南北通透
123,2,,名校区
123,2,,地铁可达
123,2,,带电梯
124,2,,四房
124,2,,朝南
124,2,,南北通透
124,2,,精装
124,2,,名校区
124,2,,近地铁
124,2,,楼龄新
125,2,,两房
125,2,,朝南
125,2,,豪装
125,2,,名校区
125,2,,地铁可达
125,2,,楼龄新
125,2,,带电梯
126,2,,三房
126,2,,朝南
126,2,,精装
126,2,,名校区
126,2,,地铁可达
126,2,,带电梯
127,2,,三房
127,2,,朝南
127,2,,毛坯
127,2,,名校区
127,2,,近地铁
127,2,,带电梯
128,2,,四房
128,2,,朝南
128,2,,南北通透
128,2,,豪装
128,2,,名校区
128,2,,带电梯
129,2,,两房
129,2,,毛坯
129,2,,名校区
129,2,,地铁可达
129,2,,楼龄新
130,2,,三房
130,2,,豪装
130,2,,名校区
130,2,,地铁可达
130,2,,带电梯
131,2,,三房
131,2,,朝南
131,2,,名校区
131,2,,地铁可达
131,2,,带电梯
132,2,,三房
132,2,,朝南
132,2,,南北通透
132,2,,名校区
132,2,,近地铁
132,2,,带电梯
133,2,,四房
133,2,,名校区
133,2,,近地铁
134,2,,两房
134,2,,朝南
134,2,,南北通透
134,2,,豪装
134,2,,名校区
135,2,,三房
135,2,,朝南
135,2,,南北通透
135,2,,名校区
135,2,,地铁可达
135,2,,带电梯
136,2,,四房
136,2,,毛坯
136,2,,名校区
136,2,,楼龄新
136,2,,带电梯
137,2,,三房
137,2,,毛坯
137,2,,名校区
137,2,,近地铁
137,2,,楼龄新
138,2,,四房
138,2,,朝南
138,2,,精装
138,2,,名校区
138,2,,近地铁
138,2,,带电梯
139,2,,三房
139,2,,朝南
139,2,,南北通透
139,2,,名校区
139,2,,近地铁
140,2,,三房
140,2,,朝南
140,2,,精装
140,2,,名校区
140,2,,地铁可达
140,2,,带电梯
141,2,,四房
141,2,,朝南
141,2,,南北通透
141,2,,名校区
141,2,,地铁可达
142,2,,三房
142,2,,豪装
142,2,,名校区
142,2,,地铁可达
142,2,,带电梯
143,2,,四房
143,2,,朝南
143,2,,南北通透
143,2,,名校区
143,2,,近地铁
143,2,,楼龄新
144,2,,三房
144,2,,朝南
144,2,,毛坯
144,2,,名校区
144,2,,带电梯
145,2,,两房
145,2,,朝南
145,2,,豪装
145,2,,名校区
145,2,,近地铁
145,2,,楼龄新
145,2,,带电梯
146,2,,三房
146,2,,豪装
146,2,,名校区
146,2,,地铁可达
147,2,,两房
147,2,,名校区
147,2,,近地铁
148,2,,三房
148,2,,朝南
148,2,,名校区
149,2,,三房
149,2,,精装
149,2,,名校区
149,2,,地铁可达
149,2,,楼龄新
149,2,,带电梯
150,2,,三房
150,2,,朝南
150,2,,豪装
150,2,,名校区
150,2,,地铁可达
150,2,,楼龄新
150,2,,带电梯
151,2,,三房
151,2,,精装
151,2,,名校区
151,2,,地铁可达
151,2,,带电梯
152,2,,三房
152,2,,朝南
152,2,,名校区
152,2,,楼龄新
152,2,,带电梯
153,2,,三房
153,2,,朝南
153,2,,豪装
153,2,,名校区
153,2,,近地铁
153,2,,楼龄新
154,2,,两房
154,2,,朝南
154,2,,南北通透
154,2,,名校区
154,2,,近地铁
154,2,,楼龄新
155,2,,三房
155,2,,毛坯
155,2,,名校区
155,2,,近地铁
155,2,,带电梯
156,2,,三房
156,2,,朝南
156,2,,豪装
156,2,,名校区
156,2,,地铁可达
156,2,,楼龄新
156,2,,带电梯
157,2,,三房
157,2,,朝南
157,2,,精装
157,2,,名校区
157,2,,楼龄新
158,2,,四房
158,2,,朝南
158,2,,精装
158,2,,名校区
158,2,,地铁可达
158,2,,楼龄新
159,2,,三房
159,2,,朝南
159,2,,名校区
159,2,,地铁可达
159,2,,带电梯
160,2,,四房
160,2,,朝南
160,2,,南北通透
160,2,,名校区
160,2,,地铁可达
161,2,,三房
161,2,,朝南
161,2,,精装
161,2,,名校区
161,2,,地铁可达
162,2,,四房
162,2,,朝南
162,2,,精装
162,2,,名校区
162,2,,地铁可达
162,2,,带电梯
163,2,,三房
163,2,,朝南
163,2,,南北通透
163,2,,精装
163,2,,名校区
163,2,,地铁可达
163,2,,带电梯
164,2,,三房
164,2,,朝南
164,2,,南北通透
164,2,,豪装
164,2,,名校区
164,2,,地铁可达
164,2,,带电梯
165,2,,两房
165,2,,朝南
165,2,,名校区
165,2,,地铁可达
166,2,,四房
166,2,,毛坯
166,2,,名校区
166,2,,近地铁
166,2,,带电梯
167,2,,三房
167,2,,朝南
167,2,,南北通透
167,2,,豪装
167,2,,名校区
167,2,,近地铁
167,2,,带电梯
168,2,,三房
168,2,,朝南
168,2,,南北通透
168,2,,名校区
168,2,,地铁可达
168,2,,带电梯
169,2,,两房
169,2,,毛坯
169,2,,名校区
169,2,,地铁可达
169,2,,楼龄新
170,2,,两房
170,2,,精装
170,2,,名校区
170,2,,楼龄新
171,2,,三房
171,2,,朝南
171,2,,南北通透
171,2,,毛坯
171,2,,名校区
172,2,,三房
172,2,,朝南
172,2,,南北通透
172,2,,精装
172,2,,名校区
172,2,,地铁可达
172,2,,楼龄新
173,2,,三房
173,2,,高价
173,2,,毛坯
173,2,,名校区
173,2,,带电梯
174,2,,两房
174,2,,朝南
174,2,,南北通透
174,2,,豪装
174,2,,名校区
174,2,,地铁可达
175,2,,四房
175,2,,朝南
175,2,,名校区
175,2,,地铁可达
175,2,,楼龄新
176,2,,三房
176,2,,朝南
176,2,,南北通透
176,2,,豪装
176,2,,名校区
176,2,,近地铁
176,2,,楼龄新
176,2,,带电梯
177,2,,两房
177,2,,朝南
177,2,,豪装
177,2,,名校区
177,2,,楼龄新
177,2,,带电梯
178,2,,三房
178,2,,朝南
178,2,,名校区
178,2,,近地铁
178,2,,带电梯
179,2,,四房
179,2,,朝南
179,2,,南北通透
179,2,,名校区
179,2,,楼龄新
179,2,,带电梯
180,2,,四房
180,2,,朝南
180,2,,毛坯
180,2,,名校区
180,2,,地铁可达
180,2,,楼龄新
180,2,,带电梯
181,2,,三房
181,2,,朝南
181,2,,南北通透
181,2,,毛坯
181,2,,名校区
181,2,,地铁可达
181,2,,楼龄新
181,2,,带电梯
182,2,,三房
182,2,,朝南
182,2,,南北通透
182,2,,豪装
182,2,,名校区
182,2,,地铁可达
182,2,,带电梯
183,2,,两房
183,2,,名校区
183,2,,近地铁
183,2,,楼龄新
183,2,,带电梯
184,2,,三房
184,2,,名校区
184,2,,地铁可达
184,2,,楼龄新
185,2,,四房
185,2,,朝南
185,2,,毛坯
185,2,,名校区
185,2,,近地铁
185,2,,楼龄新
185,2,,带电梯
186,2,,两房
186,2,,名校区
186,2,,近地铁
186,2,,带电梯
187,2,,三房
187,2,,精装
187,2,,名校区
187,2,,近地铁
187,2,,楼龄新
187,2,,带电梯
188,2,,两房
188,2,,高价
188,2,,朝南
188,2,,南北通透
188,2,,名校区
188,2,,带电梯
189,2,,三房
189,2,,朝南
189,2,,名校区
189,2,,地铁可达
189,2,,带电梯
190,2,,两房
190,2,,豪装
190,2,,名校区
190,2,,带电梯
191,2,,两房
191,2,,朝南
191,2,,毛坯
191,2,,名校区
191,2,,地铁可达
192,2,,四房
192,2,,朝南
192,2,,精装
192,2,,名校区
192,2,,地铁可达
192,2,,楼龄新
192,2,,带电梯
193,2,,两房
193,2,,朝南
193,2,,名校区
193,2,,近地铁
193,2,,带电梯
194,2,,四房
194,2,,朝南
194,2,,南北通透
194,2,,名校区
194,2,,近地铁
194,2,,楼龄新
195,2,,两房
195,2,,名校区
195,2,,近地铁
195,2,,楼龄新
196,2,,四房
196,2,,朝南
196,2,,毛坯
196,2,,名校区
196,2,,地铁可达
196,2,,楼龄新
197,2,,两房
197,2,,朝南
197,2,,精装
197,2,,名校区
197,2,,地铁可达
197,2,,楼龄新
198,2,,两房
198,2,,朝南
198,2,,精装
198,2,,名校区
198,2,,地铁可达
198,2,,带电梯
199,2,,三房
199,2,,朝南
199,2,,南北通透
199,2,,豪装
199,2,,名校区
199,2,,带电梯
200,2,,四房
200,2,,朝南
200,2,,南北通透
200,2,,豪装
200,2,,名校区
200,2,,楼龄新
200,2,,带电梯
201,2,,三房
201,2,,朝南
201,2,,名校区
201,2,,近地铁
202,2,,两房
202,2,,朝南
202,2,,名校区
202,2,,地铁可达
202,2,,楼龄新
202,2,,带电梯
203,2,,三房
203,2,,朝南
203,2,,南北通透
203,2,,精装
203,2,,名校区
203,2,,近地铁
203,2,,带电梯
204,2,,四房
204,2,,朝南
204,2,,毛坯
204,2,,名校区
204,2,,近地铁
204,2,,楼龄新
204,2,,带电梯
205,2,,三房
205,2,,朝南
205,2,,南北通透
205,2,,毛坯
205,2,,名校区
205,2,,楼龄新
205,2,,带电梯
206,2,,四房
206,2,,朝南
206,2,,豪装
206,2,,名校区
206,2,,近地铁
206,2,,楼龄新
207,2,,两房
207,2,,名校区
207,2,,地铁可达
207,2,,楼龄新
207,2,,带电梯
208,2,,两房
208,2,,朝南
208,2,,豪装
208,2,,名校区
208,2,,地铁可达
209,2,,两房
209,2,,朝南
209,2,,南北通透
209,2,,精装
209,2,,名校区
209,2,,地铁可达
209,2,,楼龄新
210,2,,三房
210,2,,豪装
210,2,,名校区
210,2,,地铁可达
210,2,,带电梯
211,2,,三房
211,2,,朝南
211,2,,南北通透
211,2,,豪装
211,2,,名校区
211,2,,地铁可达
211,2,,带电梯
212,2,,两房
212,2,,朝南
212,2,,毛坯
212,2,,名校区
212,2,,地铁可达
212,2,,带电梯
213,2,,四房
213,2,,朝南
213,2,,精装
213,2,,名校区
213,2,,楼龄新
213,2,,带电梯
214,2,,四房
214,2,,朝南
214,2,,毛坯
214,2,,名校区
214,2,,地铁可达
214,2,,楼龄新
215,2,,四房
215,2,,朝南
215,2,,精装
215,2,,名校区
215,2,,地铁可达
215,2,,带电梯
216,2,,三房
216,2,,朝南
216,2,,名校区
216,2,,近地铁
216,2,,带电梯
217,2,,三房
217,2,,毛坯
217,2,,名校区
217,2,,地铁可达
218,2,,四房
218,2,,朝南
218,2,,精装
218,2,,名校区
218,2,,近地铁
218,2,,楼龄新
218,2,,带电梯
219,2,,三房
219,2,,朝南
219,2,,毛坯
219,2,,名校区
219,2,,地铁可达
219,2,,带电梯
220,2,,三房
220,2,,朝南
220,2,,毛坯
220,2,,名校区
220,2,,近地铁
220,2,,带电梯
221,2,,三房
221,2,,朝南
221,2,,南北通透
221,2,,毛坯
221,2,,名校区
221,2,,楼龄新
221,2,,带电梯
222,2,,三房
222,2,,朝南
222,2,,名校区
222,2,,地铁可达
222,2,,楼龄新
223,2,,四房
223,2,,朝南
223,2,,精装
223,2,,名校区
223,2,,近地铁
224,2,,四房
224,2,,精装
224,2,,名校区
224,2,,地铁可达
224,2,,楼龄新
224,2,,带电梯
225,2,,四房
225,2,,豪装
225,2,,名校区
225,2,,地铁可达
225,2,,带电梯
226,2,,两房
226,2,,精装
226,2,,名校区
226,2,,地铁可达
226,2,,楼龄新
226,2,,带电梯
227,2,,四房
227,2,,朝南
227,2,,南北通透
227,2,,毛坯
227,2,,名校区
227,2,,地铁可达
227,2,,带电梯
228,2,,四房
228,2,,豪装
228,2,,名校区
228,2,,地铁可达
229,2,,三房
229,2,,精装
229,2,,名校区
229,2,,近地铁
230,2,,三房
230,2,,朝南
230,2,,毛坯
230,2,,名校区
230,2,,近地铁
230,2,,带电梯
231,2,,两房
231,2,,朝南
231,2,,精装
231,2,,名校区
231,2,,带电梯
232,2,,四房
232,2,,朝南
232,2,,南北通透
232,2,,名校区
232,2,,近地铁
233,2,,两房
233,2,,朝南
233,2,,精装
233,2,,名校区
233,2,,地铁可达
233,2,,楼龄新
233,2,,带电梯
234,2,,四房
234,2,,朝南
234,2,,南北通透
234,2,,精装
234,2,,名校区
234,2,,地铁可达
234,2,,楼龄新
235,2,,两房
235,2,,朝南
235,2,,毛坯
235,2,,名校区
235,2,,近地铁
236,2,,三房
236,2,,朝南
236,2,,名校区
236,2,,近地铁
236,2,,带电梯
237,2,,三房
237,2,,豪装
237,2,,名校区
237,2,,带电梯
238,2,,两房
238,2,,精装
238,2,,名校区
238,2,,近地铁
238,2,,楼龄新
238,2,,带电梯
239,2,,四房
239,2,,朝南
239,2,,南北通透
239,2,,毛坯
239,2,,名校区
239,2,,地铁可达
239,2,,楼龄新
239,2,,带电梯
240,2,,两房
240,2,,朝南
240,2,,南北通透
240,2,,名校区
240,2,,近地铁
240,2,,带电梯
241,2,,两房
241,2,,朝南
241,2,,毛坯
241,2,,名校区
241,2,,地铁可达
242,2,,三房
242,2,,朝南
242,2,,豪装
242,2,,名校区
242,2,,近地铁
242,2,,带电梯
243,2,,四房
243,2,,朝南
243,2,,毛坯
243,2,,名校区
243,2,,地铁可达
243,2,,带电梯
244,2,,两房
244,2,,朝南
244,2,,名校区
244,2,,地铁可达
244,2,,楼龄新
245,2,,三房
245,2,,朝南
245,2,,南北通透
245,2,,豪装
245,2,,名校区
245,2,,近地铁
245,2,,楼龄新
246,2,,三房
246,2,,精装
246,2,,名校区
246,2,,近地铁
246,2,,带电梯
247,2,,三房
247,2,,朝南
247,2,,精装
247,2,,名校区
247,2,,带电梯
248,2,,四房
248,2,,朝南
248,2,,豪装
248,2,,名校区
248,2,,近地铁
249,2,,两房
249,2,,朝南
249,2,,南北通透
249,2,,豪装
249,2,,名校区
249,2,,地铁可达
249,2,,楼龄新
250,2,,四房
250,2,,朝南
250,2,,南北通透
250,2,,精装
250,2,,名校区
250,2,,地铁可达
250,2,,楼龄新
251,2,,四房
251,2,,朝南
251,2,,精装
251,2,,名校区
251,2,,地铁可达
251,2,,带电梯
252,2,,三房
252,2,,朝南
252,2,,南北通透
252,2,,精装
252,2,,名校区
252,2,,带电梯
253,2,,两房
253,2,,毛坯
253,2,,名校区
253,2,,近地铁
253,2,,楼龄新
253,2,,带电梯
254,2,,三房
254,2,,朝南
254,2,,南北通透
254,2,,精装
254,2,,名校区
254,2,,地铁可达
254,2,,带电梯
255,2,,两房
255,2,,朝南
255,2,,名校区
255,2,,楼龄新
255,2,,带电梯
256,2,,三房
256,2,,朝南
256,2,,精装
256,2,,名校区
256,2,,楼龄新
257,2,,三房
257,2,,朝南
257,2,,南北通透
257,2,,豪装
257,2,,名校区
